song_id,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
1666,0.907,0.212,0.392,27,110.037,0.104,0.62,141093,-20.702,0.0456,0,0.893,D
1667,0.898,0.182,0.505,38,86.204,0.103,0.451,112760,-11.943,0.0247,0,0,D#
1668,0.345,0.807,0.666,29,128.061,0.332,0.885,277147,-3.267,0.0298,0,3.05E-06,D
1669,0.000513,0.927,0.5,50,109.02,0.181,0.26,229466,-4.007,0.056,0,0.00838,F#
1670,0.203,0.642,0.655,65,83.974,0.11,0.208,232857,-6.758,0.0729,0,2.30E-05,A
1671,0.0187,0.804,0.19,18,183.804,0.0539,0.188,258282,-4.837,0.0578,1,8.77E-05,D
1672,0.0037,0.978,0.421,63,196.921,0.111,0.359,203267,-4.004,0.302,1,0,F#
1673,0.107,0.841,0.598,50,116.077,0.154,0.367,138173,-6.652,0.0563,1,8.22E-05,F
1674,0.00474,0.77,0.413,44,137.953,0.0996,0.151,217795,-4.506,0.0666,1,0,D
1675,0.386,0.459,0.668,43,119.825,0.0845,0.661,238733,-11.746,0.028,0,0,A#
1676,0.498,0.392,0.622,50,77.991,0.146,0.274,253000,-9.737,0.0253,0,0,C#
1677,0.782,0.344,0.798,49,119.99,0.119,0.143,264525,-13.231,0.0397,0,0.642,G#
1678,0.99,0.209,0.442,25,82.902,0.205,0.0537,214053,-13.193,0.0569,0,0,F#
1679,0.653,0.559,0.413,49,158.812,0.565,0.7,299000,-8.938,0.217,1,2.05E-05,D
1680,0.295,0.537,0.376,37,89.855,0.774,0.227,326533,-9.309,0.033,1,0.122,D
1681,0.321,0.406,0.671,52,91.04,0.11,0.409,201305,-8.863,0.0766,0,0.000324,C#
1682,0.0116,0.52,0.909,58,119.825,0.0677,0.576,166850,-7.417,0.0606,0,2.91E-06,D
1683,0.736,0.142,0.437,29,94.615,0.116,0.0684,355400,-17.438,0.0329,1,0.651,A
1684,0.398,0.744,0.42,60,161.792,0.192,0.324,302547,-5.033,0.396,0,8.54E-06,G#
1685,0.0285,0.46,0.871,58,125.964,0.159,0.109,213579,-8.961,0.092,1,3.47E-06,F
1686,0.0609,0.75,0.648,67,105.03,0.104,0.556,242035,-3.248,0.0335,0,4.41E-06,C
1687,0.215,0.549,0.711,52,130.059,0.0824,0.442,179077,-6.951,0.0489,0,0,E
1688,0.00458,0.634,0.262,27,122.36,0.1,0.337,323347,-6.286,0.033,1,0.00171,E
1689,0.58,0.555,0.613,49,127.267,0.119,0.556,166680,-9.801,0.072,0,1.64E-06,A
1690,0.0601,0.838,0.682,37,119.619,0.599,0.856,395560,-7.818,0.0634,1,0,C#
1691,0.764,0.523,0.416,57,119.307,0.368,0.0719,151253,-6.644,0.036,0,0.102,E
1692,0.00708,0.819,0.428,53,148.926,0.325,0.728,254347,-9.108,0.137,0,3.02E-05,C
1693,0.0478,0.75,0.727,48,128.035,0.558,0.299,246413,-3.369,0.106,0,0,G#
1694,0.777,0.3,0.547,52,97.792,0.0653,0.811,187200,-13.973,0.107,0,0,D#
1695,0.044,0.656,0.671,36,113.005,0.102,0.214,384987,-12.535,0.0416,1,0.722,A#
1696,0.588,0.495,0.484,31,154.038,0.0574,0.23,356665,-10.417,0.0329,1,0.881,D
1697,0.223,0.737,0.67,66,92.983,0.325,0.754,182400,-6.794,0.0434,0,0,A
1698,3.98E-05,0.907,0.476,56,96.515,0.353,0.303,181667,-3.938,0.0593,0,4.32E-06,G
1699,0.215,0.374,0.728,47,114.931,0.15,0.0933,233840,-10.504,0.256,1,0,G
1700,0.188,0.609,0.514,51,147.774,0.0793,0.362,234293,-5.034,0.0267,0,2.50E-06,C#
1701,0.281,0.926,0.306,16,93.519,0.579,0.326,234793,-3.313,0.0698,1,7.41E-06,D
1702,0.138,0.56,0.925,71,92.895,0.0861,0.966,265867,-3.795,0.0436,1,1.19E-05,G#
1703,0.0143,0.93,0.424,59,75.941,0.251,0.129,214733,-4.156,0.0685,1,0.00124,B
1704,2.37E-05,0.895,0.503,45,93.953,0.319,0.211,460400,-6.228,0.0436,0,0.0354,G
1705,0.0897,0.916,0.666,44,128.516,0.371,0.828,223693,-2.946,0.0329,0,0,C
1706,0.000206,0.929,0.534,50,122.733,0.036,0.447,266240,-3.609,0.047,0,5.58E-05,C#
1707,0.459,0.673,0.922,74,133.998,0.12,0.702,214985,-6.416,0.15,1,0,F
1708,0.00111,0.71,0.445,55,86.875,0.0982,0.117,250173,-6.204,0.0344,0,0.0103,F
1709,0.971,0.0262,0.105,47,170.629,0.0829,0.0397,539560,-28.496,0.0481,0,0.948,F
1710,0.0104,0.969,0.64,30,109.808,0.662,0.109,196165,-1.097,0.368,1,0.28,B
1711,0.133,0.575,0.607,72,78.341,0.0566,0.504,180907,-7.066,0.0252,0,2.52E-06,G#
1712,0.819,0.484,0.538,38,75.656,0.414,0.419,140467,-10.308,0.0365,0,2.71E-05,E
1713,0.96,0.147,0.491,0,109.696,0.277,0.682,94627,-19.459,0.0386,0,0.937,A#
1714,0.35,0.871,0.6,54,113.967,0.0584,0.511,195789,-4.527,0.0492,0,0,C
1715,0.992,0.0108,0.325,41,72.487,0.0888,0.0408,352800,-29.025,0.0381,1,0.897,A#
1716,0.931,0.221,0.215,30,142.083,0.0996,0.0391,308027,-13.269,0.0405,1,0.854,F
1717,0.591,0.724,0.624,67,78.008,0.101,0.624,251627,-7.113,0.101,0,7.79E-06,A#
1718,0.185,0.408,0.363,47,87.337,0.113,0.271,181280,-10.861,0.0273,1,2.94E-06,A
1719,0.914,0.00809,0.175,41,74.085,0.129,0.098,241213,-32.625,0.0429,0,0.856,D#
1720,0.715,0.574,0.524,23,127.964,0.0826,0.354,233813,-11.262,0.0269,1,0.838,A
1721,0.874,0.289,0.446,32,153.284,0.0734,0.285,181413,-17.344,0.0573,1,0.55,A
1722,0.872,0.634,0.572,49,80.265,0.432,0.393,188065,-9.726,0.305,0,0.000543,G
1723,0.000148,0.865,0.628,26,126.809,0.199,0.447,467293,-7.79,0.0416,0,0.292,G
1724,0.378,0.656,0.588,72,79.701,0.042,0.746,212933,-6.373,0.0224,0,0.00227,D#
1725,0.00505,0.837,0.334,39,100.919,0.093,0.0565,210040,-6.804,0.0467,0,0.0427,G#
1726,0.731,0.309,0.631,38,74.542,0.106,0.552,177240,-16.647,0.0276,0,0.00275,A#
1727,0.00676,0.799,0.548,46,90.01,0.114,0.371,188653,-7.329,0.0606,1,0.962,A
1728,0.0474,0.688,0.572,53,138.841,0.072,0.856,125320,-4.96,0.0608,0,0,A
1729,0.969,0.079,0.194,30,100.309,0.126,0.082,517360,-21.389,0.0425,0,0.498,E
1730,0.971,0.139,0.475,41,86.156,0.128,0.374,185000,-12.619,0.0333,0,0.000173,F
1731,0.124,0.823,0.73,39,120.01,0.092,0.833,247773,-6.732,0.0271,1,0.33,F
1732,0.994,0.0134,0.378,0,70.754,0.0981,0.0662,395648,-30.358,0.0483,0,0.904,D#
1733,0.838,0.408,0.563,52,146.908,0.108,0.234,169693,-8.972,0.0365,0,1.04E-05,E
1734,0.262,0.638,0.809,55,94.893,0.453,0.608,224043,-5.646,0.28,1,0,G#
1735,0.414,0.418,0.248,47,80.061,0.111,0.157,310867,-8.23,0.0272,0,0.302,G
1736,0.101,0.74,0.768,40,110.053,0.115,0.893,194520,-4.373,0.0283,1,0.0103,F#
1737,0.0579,0.87,0.621,41,133.988,0.234,0.618,258800,-4.902,0.0481,0,1.31E-06,A
1738,0.0129,0.825,0.51,48,79.264,0.636,0.764,196880,-4.566,0.035,0,4.09E-06,F
1739,0.0274,0.612,0.757,53,140.058,0.124,0.35,164589,-7.23,0.131,1,0,A#
1740,0.976,0.0882,0.368,14,146.366,0.0782,0.415,431093,-18.085,0.0428,0,0.485,A
1741,0.0036,0.833,0.489,61,135.431,0.111,0.307,236693,-5.348,0.054,0,1.33E-06,A
1742,0.159,0.861,0.618,30,103.962,0.11,0.686,346840,-3.517,0.0332,0,0,D
1743,0.0704,0.666,0.787,60,143.016,0.0935,0.389,174880,-7.719,0.0522,1,0,A
1744,0.35,0.113,0.685,47,91.016,0.084,0.556,163874,-11.074,0.0662,1,0.941,F
1745,5.26E-05,0.834,0.325,43,78.198,0.112,0.511,247839,-5.015,0.0411,1,0.838,F
1746,0.104,0.886,0.59,36,100.006,0.0953,0.782,213480,-5.501,0.141,0,2.51E-06,D
1747,0.541,0.478,0.535,19,161.658,0.103,0.401,298053,-5.061,0.0317,0,0,C
1748,2.36E-06,0.902,0.417,42,145.039,0.08,0.595,295373,-5.638,0.0424,0,0.0151,B
1749,0.497,0.715,0.499,45,90.871,0.313,0.392,223760,-8.163,0.203,1,0,G
1750,0.969,0.119,0.229,25,94.818,0.0529,0.0887,405000,-20.329,0.036,0,0.843,D
1751,0.132,0.43,0.688,49,76.439,0.629,0.489,175392,-9.752,0.362,0,1.34E-06,C#
1752,0.969,0.229,0.423,22,119.709,0.103,0.307,219040,-17.003,0.0375,0,0.893,D
1753,0.986,0.119,0.202,42,66.477,0.0831,0.0289,420187,-23.191,0.0383,0,0.902,D
1754,0.853,0.465,0.274,29,99.281,0.162,0.0645,289400,-7.909,0.0295,1,0.0262,A
1755,0.97,0.116,0.487,3,70.716,0.487,0.365,40704,-20.608,0.442,0,0,D
1756,0.97,0.0238,0.292,30,98.53,0.0895,0.136,442612,-26.242,0.0453,0,0.202,G#
1757,0.996,0.0128,0.537,35,132.804,0.145,0.0841,203493,-23.266,0.0575,1,0.927,C#
1758,0.102,0.92,0.45,52,66.454,0.137,0.188,274147,-5.945,0.519,0,0,G#
1759,0.599,0.586,0.507,62,108.164,0.118,0.588,191623,-8.15,0.0586,1,0.0544,C
1760,5.98E-05,0.986,0.329,44,195.984,0.098,0.364,167888,-4,0.0961,0,0,C#
1761,0.979,0.122,0.299,21,140.84,0.202,0.646,186933,-31.465,0.0314,0,0.891,A#
1762,0.0287,0.888,0.638,40,140.046,0.0623,0.508,250867,-5.238,0.0406,1,0.000576,B
1763,0.00255,0.904,0.307,23,139.995,0.34,0.0951,243000,-5.278,0.195,0,0.683,C#
1764,0.202,0.808,0.608,14,119.98,0.312,0.41,290600,-5.238,0.031,0,0.00233,G#
1765,0.0107,0.876,0.825,28,144.962,0.333,0.76,197548,-2.94,0.244,0,0.0072,B
1766,0.0789,0.626,0.542,53,89.734,0.277,0.813,305213,-7.105,0.0242,0,0.000508,C
1767,0.141,0.437,0.835,67,123.126,0.352,0.128,236093,-5.108,0.0722,0,0,G#
1768,0.0278,0.977,0.405,30,140.201,0.246,0.0549,238286,-0.516,0.314,0,0.000292,C#
1769,0.279,0.793,0.46,45,160.871,0.147,0.438,171173,-4.388,0.0392,0,0,C#
1770,0.0246,0.617,0.552,22,155.997,0.0592,0.852,365200,-9.846,0.0399,0,0.0104,A
1771,0.972,0.0198,0.15,35,73.768,0.0696,0.051,521507,-32.989,0.0458,0,0.901,F#
1772,0.913,0.00397,0.0798,31,169.457,0.107,0.0331,187519,-31.063,0.049,1,0.852,E
1773,0.0394,0.91,0.665,66,84.099,0.227,0.887,293973,-4.682,0.223,1,0,F#
1774,0.0207,0.973,0.665,65,160.018,0.0381,0.135,192905,-2.112,0.26,1,0.839,C#
1775,0.0108,0.852,0.62,64,90.038,0.279,0.479,201840,-4.203,0.0308,0,4.94E-06,C#
1776,0.0267,0.454,0.753,56,106.177,0.116,0.173,238773,-11.955,0.047,0,0.283,A
1777,0.129,0.83,0.64,57,95.004,0.29,0.62,195173,-5.43,0.0652,1,0,A#
1778,0.044,0.774,0.804,69,161.955,0.217,0.493,251859,-5.79,0.0638,1,1.38E-06,E
1779,0.00158,0.887,0.31,25,144.667,0.937,0.427,922506,-7.527,0.0856,0,0.261,D
1780,0.00449,0.969,0.555,33,149.979,0.332,0.0958,166400,-3.499,0.0785,1,0.348,E
1781,0.967,0.661,0.507,45,127.005,0.113,0.355,294692,-10.37,0.04,1,0.929,D
1782,0.972,0.0994,0.46,34,84.541,0.138,0.227,357623,-23.018,0.0451,0,0.885,C
1783,0.166,0.794,0.817,46,94.199,0.181,0.607,262133,-3.203,0.149,0,0,C#
1784,0.00107,0.849,0.383,29,134.37,0.135,0.689,261080,-7.716,0.178,0,0.00151,D
1785,0.0727,0.875,0.66,58,120.034,0.358,0.611,227347,-6.057,0.0889,1,3.74E-05,A#
1786,0.0831,0.615,0.54,53,144.87,0.118,0.451,204507,-7.479,0.0724,0,0.00472,G#
1787,0.0285,0.874,0.445,53,166.081,0.271,0.515,243157,-4.054,0.0856,0,1.49E-05,G
1788,0.462,0.558,0.699,87,79.992,0.116,0.493,165000,-7.622,0.0603,0,0,B
1789,0.0794,0.561,0.456,30,141.951,0.425,0.375,299467,-5.852,0.025,0,0,C
1790,0.242,0.455,0.567,35,123.416,0.118,0.58,227533,-9.896,0.0479,1,2.79E-06,A
1791,0.0415,0.611,0.674,54,175.929,0.0726,0.782,226413,-6.322,0.0363,1,1.13E-06,D
1792,0.218,0.545,0.579,67,73.034,0.0642,0.483,238333,-8.354,0.0418,0,0.0913,G#
1793,0.845,0.41,0.704,65,120.019,0.113,0.192,154000,-10.973,0.031,1,0.753,D#
1794,0.995,0.0112,0.463,46,65.518,0.0828,0.199,115053,-29.946,0.0415,0,0.887,A#
1795,7.57E-05,0.753,0.278,27,145.62,0.18,0.506,236547,-4.63,0.0457,0,0.0129,D
1796,0.927,0.0909,0.277,28,138.661,0.0629,0.0687,192400,-16.066,0.0329,0,0.255,D
1797,0.0965,0.567,0.865,53,90.951,0.0874,0.3,254231,-6.323,0.0773,1,0.000993,A#
1798,0.133,0.941,0.379,26,152.772,0.979,0.722,465560,-6.517,0.0786,1,1.34E-05,F
1799,0.00662,0.967,0.631,25,97.96,0.182,0.27,295733,-3.783,0.0445,1,0.000536,A
1800,0.126,0.914,0.497,68,148.893,0.274,0.385,187896,-4.308,0.0455,0,1.98E-05,A
1801,0.033,0.868,0.669,67,107.885,0.0991,0.913,241760,-7.377,0.0527,0,0,C
1802,0.176,0.616,0.668,55,121.727,0.945,0.61,310800,-10.84,0.0669,1,0,F
1803,0.0684,0.722,0.437,29,139.077,0.133,0.192,226560,-8.987,0.0457,0,0.848,B
1804,0.443,0.299,0.471,29,98.549,0.589,0.354,332080,-12.796,0.0429,0,0.000742,C#
1805,0.0112,0.906,0.866,35,126.084,0.0382,0.267,224836,-2.967,0.0479,1,0.348,F
1806,0.178,0.684,0.663,26,99.989,0.152,0.506,248640,-7.772,0.0277,0,0.0327,E
1807,0.00021,0.959,0.546,41,104.044,0.0876,0.366,262293,-4.768,0.066,0,0.799,B
1808,0.786,0.0139,0.479,0,101.941,0.0957,0.341,51480,-27.424,0.0384,1,0.000124,G#
1809,3.03E-05,0.866,0.352,65,165.209,0.295,0.544,174013,-3.274,0.0392,0,2.92E-05,D
1810,0.339,0.594,0.888,46,145.053,0.132,0.292,297600,-6.491,0.242,0,0,F
1811,0.324,0.602,0.717,61,124.003,0.0923,0.539,298035,-9.441,0.323,1,1.10E-05,C
1812,0.863,0.209,0.427,39,102.668,0.103,0.333,140733,-13.851,0.0308,0,0,A
1813,0.0125,0.651,0.831,59,120.064,0.0809,0.502,224013,-8.363,0.437,0,0,C#
1814,0.0275,0.947,0.439,46,179.997,0.394,0.359,257707,-8.189,0.0627,1,0.00579,D
1815,0.853,0.67,0.62,57,113.492,0.156,0.295,520293,-11.575,0.0591,1,0.896,D
1816,0.0212,0.61,0.371,31,73.764,0.0905,0.324,197493,-7.279,0.0356,1,0.0673,B
1817,0.0136,0.91,0.356,53,177.962,0.333,0.063,163933,-4.85,0.141,0,0.00601,D
1818,0.0283,0.697,0.726,52,126.77,0.0607,0.398,215954,-5.372,0.123,1,0,F#
1819,0.624,0.112,0.444,11,139.21,0.164,0.238,114000,-11.104,0.0417,1,0.976,D#
1820,0.115,0.351,0.406,53,88.149,0.147,0.0542,116573,-12.168,0.0789,1,0.0577,E
1821,0.437,0.631,0.708,60,90.06,0.0862,0.772,219467,-4.726,0.0347,0,0,C#
1822,0.965,0.0438,0.11,36,80.955,0.262,0.0368,674747,-20.501,0.0442,0,0.383,G
1823,0.926,0.0625,0.4,41,66.663,0.095,0.238,172000,-19.592,0.0389,0,0.000446,C
1824,0.112,0.616,0.443,53,110.028,0.0834,0.574,176373,-7.193,0.0543,1,0.00219,G
1825,0.085,0.682,0.709,57,136.943,0.0979,0.16,169013,-6.213,0.268,0,5.84E-06,C
1826,0.0117,0.61,0.61,56,82.523,0.134,0.442,240560,-7.071,0.0337,0,0,G
1827,0.661,0.388,0.627,0,109.122,0.929,0.443,232895,-12.5,0.0506,1,0.61,E
1828,0.495,0.573,0.775,76,101.925,0.126,0.667,171806,-4.933,0.0585,0,0,B
1829,0.961,0.0553,0.175,26,82.379,0.076,0.0356,570933,-21.924,0.0332,0,0.681,G
1830,0.0178,0.884,0.468,41,124.981,0.865,0.527,230000,-6.217,0.0729,0,0.0343,G
1831,0.0245,0.635,0.457,39,155.843,0.113,0.458,231000,-5.922,0.0332,0,0,A#
1832,0.0109,0.706,0.518,53,128.26,0.496,0.418,113787,-5.148,0.227,0,6.50E-05,G#
1833,0.000647,0.804,0.481,50,102.052,0.0727,0.237,239387,-4.176,0.0418,0,0,F
1834,0.00267,0.978,0.458,65,103.823,0.119,0.332,221000,-2.394,0.189,0,2.81E-06,C#
1835,0.169,0.709,0.884,54,75.027,0.136,0.495,166440,-6.258,0.418,0,0,D#
1836,0.0646,0.932,0.717,43,90.853,0.0791,0.431,225480,-4.06,0.254,0,2.48E-06,B
1837,0.273,0.366,0.754,71,91.147,0.106,0.469,287440,-10.07,0.0312,0,9.04E-05,G#
1838,0.583,0.403,0.48,47,75.436,0.147,0.344,228933,-9.506,0.0329,0,0.0152,F#
1839,0.0045,0.907,0.315,27,134.333,0.168,0.324,546533,-4.501,0.0518,0,0.513,A
1840,0.0927,0.581,0.865,52,136.053,0.0898,0.827,180000,-6.187,0.114,0,0,C#
1841,0.105,0.831,0.402,43,82.336,0.105,0.635,167160,-5.276,0.0597,0,1.28E-06,G#
1842,0.258,0.59,0.71,55,125.955,0.372,0.231,244079,-4.653,0.0291,1,0,F
1843,0.959,0.27,0.443,30,116.153,0.68,0.28,183467,-21.634,0.0453,1,0.962,G
1844,0.3,0.417,0.633,51,81.976,0.114,0.506,160907,-9.11,0.0265,1,3.06E-06,C#
1845,0.974,0.0413,0.326,36,96.38,0.128,0.0347,264600,-21.02,0.0324,0,0.951,D#
1846,0.0535,0.77,0.23,49,173.442,0.644,0.588,119387,-6.349,0.337,0,0.000156,C#
1847,0.0457,0.437,0.797,50,125.008,0.126,0.186,222247,-11.58,0.0469,0,0.00109,A
1848,0.716,0.397,0.505,73,95.063,0.0853,0.558,219683,-9.349,0.324,0,0,F
1849,0.0879,0.429,0.428,64,127.173,0.168,0.182,228147,-6.06,0.049,0,0.00041,C
1850,0.431,0.555,0.67,34,97.984,0.0961,0.58,278720,-9.213,0.0323,0,0.887,G
1851,0.607,0.881,0.708,58,99.988,0.12,0.527,216224,-5.411,0.0655,0,0.000364,G
1852,0.957,0.231,0.339,40,88.891,0.08,0.178,490507,-15.671,0.0409,1,0.949,C
1853,0.864,0.0279,0.163,41,74.782,0.255,0.184,160507,-23.157,0.0376,1,0.431,B
1854,0.336,0.525,0.687,55,74.991,0.114,0.289,219242,-7.57,0.0558,1,0.00515,A
1855,0.152,0.647,0.865,46,119.588,0.108,0.32,200151,-14.037,0.0905,1,0.199,B
1856,0.173,0.729,0.856,35,114.965,0.117,0.755,344217,-7.694,0.0674,0,0.87,C#
1857,0.99,0.0204,0.0699,31,73.214,0.0967,0.0424,269347,-28.242,0.051,0,0.905,E
1858,0.00294,0.976,0.387,16,180.026,0.353,0.465,190000,-0.611,0.0674,0,3.22E-06,C#
1859,0.73,0.401,0.692,63,120.336,0.0722,0.33,303413,-9.382,0.0936,0,0.000932,G
1860,0.278,0.511,0.346,58,134.927,0.122,0.212,233373,-10.022,0.044,1,0.0456,E
1861,0.653,0.553,0.739,56,129.925,0.113,0.305,131063,-9.129,0.245,0,0,D
1862,0.0745,0.728,0.603,52,140.019,0.192,0.514,168186,-4.491,0.363,1,0,B
1863,0.000808,0.934,0.623,23,127.974,0.307,0.679,271427,-4.481,0.0343,1,5.44E-06,A
1864,0.859,0.421,0.478,45,79.002,0.149,0.0599,244560,-9.521,0.0266,1,0.91,F
1865,0.983,0.135,0.345,13,68.822,0.0932,0.131,180829,-13.853,0.0359,0,0.779,D
1866,0.0112,0.65,0.83,55,140.004,0.0938,0.104,220480,-5.074,0.116,0,0,G#
1867,0.792,0.444,0.752,50,108.016,0.156,0.499,153840,-7.829,0.052,0,0,D
1868,0.000155,0.896,0.412,50,172.343,0.134,0.434,203921,-3.807,0.0967,0,0.00471,D
1869,0.133,0.882,0.525,30,75.026,0.177,0.181,227809,-5.005,0.247,1,0.000937,E
1870,0.00873,0.895,0.698,47,120.004,0.0727,0.876,181307,-3.888,0.0482,1,0,B
1871,0.592,0.406,0.679,39,97.736,0.103,0.653,306493,-10.492,0.0254,0,0.0649,D#
1872,0.00142,0.892,0.51,40,99.441,0.104,0.461,222173,-4.296,0.0389,0,7.04E-05,C
1873,0.00042,0.915,0.547,28,104.931,0.302,0.583,259867,-4.383,0.059,0,5.08E-06,B
1874,0.0614,0.738,0.516,27,125.622,0.626,0.955,199600,-12.262,0.0425,0,7.71E-05,E
1875,0.557,0.226,0.406,55,80.489,0.347,0.247,148373,-11.188,0.0293,0,0.0116,D
1876,0.0145,0.72,0.58,26,143.816,0.281,0.16,201694,-5.541,0.0638,0,0.598,G
1877,0.981,0.129,0.415,38,131.727,0.159,0.224,188113,-25.759,0.0388,1,0.897,A
1878,0.00166,0.981,0.462,47,154.995,0.0856,0.547,194573,-2.371,0.127,1,0.00894,D
1879,9.78E-06,0.995,0.495,49,130.007,0.429,0.219,223291,-4.946,0.145,0,0.000472,D#
1880,0.674,0.569,0.577,25,87.266,0.19,0.754,236733,-7.692,0.0468,0,0.00221,D
1881,0.15,0.579,0.585,65,120.838,0.111,0.281,185218,-9.387,0.447,1,0,A#
1882,0.2,0.728,0.706,36,144.016,0.0662,0.806,292080,-7.178,0.0447,0,0.705,G
1883,0.0121,0.827,0.535,43,123.952,0.117,0.649,253827,-2.932,0.0989,0,0.0611,G
1884,0.00738,0.804,0.547,67,142.016,0.0308,0.666,197053,-5.268,0.0361,0,0,F#
1885,0.257,0.641,0.835,65,95.98,0.0937,0.412,240093,-6.37,0.143,1,0,A#
1886,0.613,0.544,0.711,34,101.849,0.109,0.51,263880,-7.807,0.0438,0,0.00166,A
1887,0.103,0.958,0.223,36,113.857,0.277,0.236,199707,-4.738,0.136,0,0.794,D
1888,0.476,0.7,0.553,41,92.042,0.0756,0.476,255347,-7.169,0.0274,0,0.0142,C
1889,0.416,0.44,0.651,51,78.77,0.0817,0.421,246960,-9.942,0.195,1,0.000401,A
1890,0.989,0.0863,0.112,32,84.15,0.117,0.157,298800,-22.493,0.0418,1,0.935,B
1891,0.189,0.928,0.509,49,107.921,0.269,0.736,213150,-5.833,0.0329,0,1.41E-06,D
1892,0.346,0.601,0.602,55,145.075,0.0735,0.553,180013,-5.742,0.0303,0,0.349,A#
1893,0.0188,0.914,0.591,49,126.009,0.105,0.4,236156,-4.226,0.0746,1,1.53E-06,E
1894,0.316,0.756,0.595,49,87.584,0.349,0.833,241147,-5.302,0.0481,0,0.00196,D
1895,0.993,0.0265,0.297,31,70.258,0.0885,0.0676,331067,-28.63,0.0375,0,0.902,C#
1896,0.00275,0.477,0.859,33,120.025,0.0836,0.253,274706,-11.545,0.104,0,0.948,D
1897,9.38E-05,0.987,0.432,29,90.139,0.173,0.0691,158667,-3.048,0.448,0,0.911,D
1898,0.526,0.62,0.659,50,81.929,0.111,0.627,136499,-8.617,0.358,1,3.84E-05,G
1899,0.00787,0.929,0.571,48,121.983,0.13,0.46,221360,-2.627,0.0878,1,0,B
1900,0.00444,0.921,0.349,38,111.317,0.0579,0.424,234547,-4.826,0.12,0,0.875,A
1901,0.369,0.776,0.638,34,129.993,0.0826,0.447,264957,-7.686,0.0363,0,0.754,C
1902,0.332,0.454,0.852,43,111.843,0.148,0.737,163839,-7.618,0.108,1,0,G#
1903,0.0264,0.755,0.776,39,147.996,0.357,0.973,250622,-7.855,0.0824,1,0.164,G#
1904,0.394,0.884,0.612,59,121.007,0.434,0.877,156893,-3.92,0.0372,0,1.44E-06,G
1905,0.114,0.772,0.575,35,101.967,0.426,0.406,214891,-3.846,0.0369,0,0,D
1906,0.0198,0.788,0.416,42,148.341,0.296,0.375,232373,-4.768,0.0486,0,0,F
1907,0.897,0.15,0.321,33,96.357,0.101,0.403,185883,-21.943,0.039,0,0.846,G
1908,0.194,0.644,0.604,44,92.053,0.0727,0.526,169827,-8.792,0.0311,0,7.31E-05,G
1909,0.189,0.569,0.547,61,159.713,0.156,0.432,304867,-8.644,0.0271,0,7.05E-06,A#
1910,0.00931,0.951,0.571,17,137.996,0.132,0.456,256867,-6.205,0.0674,1,0.0898,A#
1911,0.0613,0.902,0.433,43,169.987,0.251,0.54,225787,-4.415,0.0853,0,0,D
1912,0.598,0.5,0.69,57,191.539,0.11,0.586,236093,-16.145,0.0909,1,0.0288,E
1913,0.208,0.62,0.573,44,171.854,0.3,0.524,332293,-8.127,0.0352,1,0.205,G
1914,0.243,0.616,0.83,55,123.965,0.0477,0.386,218600,-7.383,0.0499,1,0,E
1915,0.412,0.316,0.467,46,81.013,0.094,0.252,299507,-12.072,0.0297,1,0.000351,A
1916,0.881,0.0896,0.0888,24,77.497,0.208,0.0378,640493,-19.232,0.0396,0,0.852,A
1917,0.321,0.351,0.523,44,130.881,0.181,0.286,247733,-8.54,0.0346,0,0,G
1918,0.951,0.0687,0.211,36,80.797,0.124,0.0928,179133,-22.753,0.0441,1,0.786,A
1919,0.982,0.0974,0.31,24,95.665,0.0693,0.114,203000,-19.879,0.0535,1,0.00576,D
1920,0.00179,0.928,0.726,35,129.972,0.345,0.233,177231,-4.454,0.0934,0,0.0627,C
1921,0.403,0.818,0.427,34,128.628,0.138,0.749,579760,-10.912,0.0491,1,0.228,A#
1922,0.000633,0.737,0.725,60,77.161,0.109,0.219,214067,-7.453,0.324,0,0.00417,E
1923,0.121,0.638,0.327,29,158.11,0.0624,0.361,273133,-6.38,0.0377,0,0.00608,B
1924,0.244,0.711,0.531,45,149.645,0.163,0.291,209507,-4.874,0.0583,0,0,F
1925,0.128,0.497,0.334,55,143.742,0.0803,0.164,257567,-7.129,0.0363,0,0,G
1926,0.0403,0.952,0.606,53,74.98,0.665,0.351,217787,-2.004,0.217,0,0.000252,G#
1927,0.00322,0.907,0.434,40,175.983,0.353,0.834,215080,-3.773,0.0372,0,1.81E-05,A#
1928,0.321,0.928,0.27,31,188.518,0.193,0.562,159733,-7.832,0.0451,0,0.691,G
1929,0.0172,0.777,0.705,56,130.023,0.382,0.44,161656,-6.899,0.204,1,0,C#
1930,0.181,0.893,0.629,58,94.042,0.115,0.86,269559,-4.009,0.275,1,0,C#
1931,1.94E-05,0.987,0.279,48,85.629,0.12,0.22,190107,-4.578,0.0992,0,0.000122,C
1932,0.0243,0.793,0.484,51,83.143,0.146,0.742,216053,-3.891,0.327,0,0,F
1933,0.326,0.529,0.543,66,85.126,0.709,0.746,313840,-9.717,0.0301,0,0.00269,G
1934,0.106,0.639,0.382,38,118.991,0.192,0.533,346973,-12.163,0.0409,0,0.547,F#
1935,0.913,0.548,0.252,56,109.894,0.154,0.184,169895,-7.885,0.0379,0,0.9,B
1936,0.154,0.625,0.623,50,79.991,0.114,0.646,217733,-8.303,0.0278,0,1.68E-05,D
