Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2013-06-11,42,2.7,14.7,0.0,0.6,3.0,ESE,24.0,E,15.0,71.0,1017.7,6.0,14.1,No,Yes
2013-06-18,42,2.6,11.5,0.4,0.8,2.4,W,22.0,W,13.0,77.0,1016.1,6.0,10.6,No,Yes
2013-06-22,42,0.2,13.9,0.0,2.0,8.7,ENE,26.0,ENE,13.0,46.0,1024.4,1.0,13.6,No,No
2013-06-24,42,4.3,11.8,0.4,0.2,0.0,SSW,24.0,SW,11.0,90.0,1022.2,8.0,9.2,No,Yes
2013-06-26,42,1.3,17.6,0.0,1.0,8.1,ENE,17.0,WSW,7.0,44.0,1021.3,1.0,17.2,No,No
2013-07-01,42,4.3,11.9,0.2,1.0,0.7,W,17.0,W,11.0,91.0,1025.0,7.0,10.9,No,No
2013-07-05,42,6.1,12.2,0.2,2.2,8.1,W,57.0,W,24.0,47.0,1014.8,3.0,11.8,No,No
2013-07-14,42,10.5,13.3,2.2,2.0,0.0,E,31.0,E,19.0,86.0,1023.0,7.0,12.7,Yes,Yes
2013-07-15,42,10.7,14.1,6.4,0.4,0.0,NNW,24.0,N,9.0,87.0,1021.4,8.0,13.8,Yes,Yes
2013-08-01,42,1.4,16.1,0.0,1.4,7.9,NW,20.0,WNW,7.0,49.0,1020.2,5.0,15.8,No,No
2013-08-15,42,1.6,13.9,6.0,3.4,9.2,W,26.0,W,17.0,55.0,1021.8,3.0,13.2,Yes,No
2013-08-18,42,2.5,17.6,0.0,2.4,9.5,NNW,44.0,NW,28.0,41.0,1011.8,1.0,17.4,No,Yes
2013-09-02,42,7.5,24.2,0.0,2.6,10.7,WSW,19.0,WSW,15.0,50.0,1028.9,0.0,24.0,No,No
2013-09-11,42,4.9,15.7,0.0,2.8,8.1,WSW,39.0,W,30.0,51.0,1012.7,7.0,14.9,No,No
2013-09-14,42,6.4,19.0,6.0,3.0,9.5,E,43.0,WSW,13.0,52.0,1012.8,5.0,18.6,Yes,No
2013-09-20,42,4.1,15.2,0.4,2.4,8.0,WSW,48.0,WSW,24.0,65.0,1010.8,5.0,13.1,No,No
2013-09-30,42,8.4,27.9,0.0,4.0,10.3,N,52.0,N,24.0,24.0,1008.8,4.0,27.0,No,No
2013-10-07,42,5.4,20.3,0.0,4.0,11.7,WSW,33.0,WSW,17.0,38.0,1011.1,1.0,19.2,No,No
2013-10-17,42,10.1,19.4,0.0,9.4,7.5,W,69.0,W,48.0,26.0,1011.7,6.0,19.3,No,No
2013-10-19,42,2.7,26.5,0.0,5.2,12.2,NE,26.0,SE,13.0,20.0,1021.4,2.0,26.0,No,No
2013-10-20,42,8.0,31.6,0.0,6.2,11.9,NNW,30.0,NW,13.0,13.0,1014.9,1.0,30.6,No,No
2013-10-21,42,12.0,34.5,0.0,7.2,5.1,NNW,37.0,SW,19.0,21.0,1010.6,7.0,33.1,No,No
2013-10-22,42,18.0,26.6,0.0,4.0,0.7,N,50.0,NE,22.0,66.0,1008.4,7.0,22.8,No,Yes
2013-11-10,42,5.5,22.3,0.0,8.0,7.2,ENE,50.0,ENE,20.0,36.0,1014.4,7.0,19.4,No,Yes
2013-11-15,42,4.2,25.3,0.0,6.6,12.0,W,33.0,W,19.0,21.0,1013.2,1.0,23.6,No,No
2013-11-20,42,10.6,33.5,0.0,8.0,9.9,W,39.0,NW,9.0,10.0,1006.5,7.0,33.1,No,No
2013-12-09,42,19.8,33.6,0.0,11.8,0.4,SW,63.0,NW,33.0,7.0,1000.7,7.0,32.3,No,No
2013-12-10,42,12.7,24.1,0.0,9.4,13.6,WSW,59.0,W,35.0,22.0,1007.7,3.0,23.2,No,No
2013-12-21,42,23.4,41.4,0.0,18.2,11.3,ENE,50.0,NW,11.0,8.0,1007.7,7.0,39.4,No,No
2013-12-25,42,17.0,27.8,0.0,7.8,2.4,E,35.0,N,13.0,45.0,1012.9,7.0,25.4,No,No
2013-12-30,42,11.2,31.7,0.0,10.4,13.7,WSW,41.0,W,15.0,13.0,1010.1,1.0,29.7,No,No
2014-01-06,42,12.6,24.3,0.0,13.8,13.5,SW,57.0,WSW,31.0,17.0,1012.7,0.0,22.8,No,No
2014-01-12,42,18.8,39.0,0.0,10.2,13.5,WNW,46.0,SSE,13.0,12.0,1012.4,2.0,37.4,No,No
2014-01-23,42,17.6,33.5,0.0,11.6,12.9,E,50.0,NE,22.0,19.0,1014.8,1.0,31.5,No,No
2014-02-04,42,24.8,32.4,0.4,14.2,11.2,ENE,61.0,NE,31.0,32.0,1013.5,1.0,30.6,No,No
2014-02-12,42,20.7,37.6,0.0,13.2,12.1,ENE,37.0,NNE,11.0,18.0,1010.5,5.0,35.9,No,No
2014-02-24,42,15.6,32.2,0.0,8.0,12.3,ENE,31.0,SSW,6.0,25.0,1015.6,1.0,30.4,No,No
2014-03-12,42,18.8,29.2,9.0,5.8,7.7,SW,43.0,NW,9.0,51.0,1015.6,6.0,26.7,Yes,No
2014-03-14,42,17.0,31.4,0.0,5.6,10.9,WNW,43.0,WNW,28.0,21.0,1011.6,7.0,30.9,No,No
2014-03-17,42,7.2,26.5,0.0,6.2,6.9,WNW,52.0,W,19.0,31.0,1015.1,7.0,24.9,No,No
2014-04-07,42,14.5,23.3,0.0,5.2,7.9,E,41.0,ENE,17.0,45.0,1021.3,7.0,22.2,No,No
2014-04-27,42,7.1,22.7,0.0,2.2,9.0,ENE,28.0,ENE,19.0,46.0,1019.8,3.0,21.7,No,No
2014-05-02,42,7.1,15.3,0.0,3.4,1.5,NNW,28.0,NW,17.0,49.0,1002.6,7.0,14.2,No,Yes
2014-05-09,42,6.4,19.5,0.0,3.0,7.0,E,28.0,NE,15.0,49.0,1021.8,7.0,18.4,No,No
2014-05-12,42,3.7,19.7,0.0,1.2,9.7,ENE,24.0,ENE,13.0,50.0,1028.6,3.0,19.3,No,No
2014-05-18,42,11.1,19.8,0.0,1.8,2.3,E,19.0,ENE,11.0,61.0,1025.6,7.0,19.0,No,No
2014-05-19,42,9.8,23.3,0.0,1.6,8.6,ENE,19.0,NE,2.0,46.0,1022.7,1.0,22.3,No,No
2014-05-26,42,9.5,24.0,0.2,1.2,7.3,ENE,26.0,E,19.0,47.0,1019.1,5.0,23.5,No,No
2014-05-28,42,8.0,13.7,24.8,5.0,1.2,WNW,28.0,W,13.0,81.0,1016.8,7.0,13.2,Yes,No
2014-05-31,42,9.7,18.7,0.0,0.8,4.1,ENE,39.0,ENE,13.0,84.0,1020.0,7.0,15.2,No,Yes
2014-06-02,42,9.2,14.0,5.0,1.0,0.8,WNW,26.0,W,9.0,83.0,1017.3,7.0,12.8,Yes,Yes
2014-06-03,42,10.3,12.7,9.2,0.8,0.0,WNW,31.0,W,17.0,80.0,1019.9,7.0,12.5,Yes,No
2014-06-09,42,0.2,18.1,0.0,1.0,9.1,SE,19.0,S,6.0,54.0,1029.0,1.0,17.0,No,No
2014-06-10,42,1.7,17.2,0.0,0.6,8.8,NE,19.0,SE,6.0,51.0,1028.4,3.0,16.1,No,No
2014-06-17,42,5.5,11.6,4.4,0.4,1.6,WSW,30.0,WSW,17.0,80.0,1028.5,7.0,11.0,Yes,No
2014-06-18,42,2.6,8.6,0.2,0.4,0.0,ESE,19.0,SW,7.0,93.0,1030.4,7.0,8.3,No,No
2014-07-07,42,5.0,11.3,0.2,1.0,2.5,W,20.0,W,13.0,76.0,1016.5,8.0,10.7,No,No
2014-08-02,42,1.5,11.0,1.6,3.2,9.6,WSW,33.0,SSW,15.0,36.0,1029.0,1.0,10.6,Yes,No
2014-08-06,42,-2.6,14.2,0.0,1.4,5.9,WSW,26.0,SW,17.0,50.0,1031.0,6.0,14.1,No,No
2014-08-09,42,-0.1,14.5,0.0,0.2,7.2,NW,17.0,NW,13.0,55.0,1027.7,5.0,12.8,No,No
2014-08-30,42,0.4,19.0,0.0,1.8,10.4,ENE,17.0,SSE,6.0,35.0,1022.9,1.0,18.1,No,No
2014-09-01,42,4.9,21.5,0.0,2.4,5.1,WNW,41.0,NNW,20.0,30.0,1009.7,6.0,21.2,No,Yes
2014-09-03,42,0.8,14.8,0.8,3.2,11.0,SSW,37.0,WSW,24.0,41.0,1016.8,1.0,14.1,No,No
2014-09-05,42,1.3,17.9,0.0,3.6,10.9,S,26.0,SSW,15.0,35.0,1022.5,1.0,17.6,No,No
2014-09-06,42,1.5,18.0,0.0,2.2,10.5,E,31.0,E,11.0,36.0,1027.6,2.0,17.6,No,No
2014-10-01,42,4.8,16.3,0.0,8.0,11.7,SW,41.0,SW,30.0,32.0,1021.0,1.0,15.6,No,No
2014-10-11,42,6.4,30.1,0.0,5.2,12.0,E,22.0,ESE,11.0,15.0,1013.2,1.0,29.2,No,No
2014-10-15,42,3.7,18.8,3.6,1.4,11.9,SW,35.0,SSW,20.0,34.0,1015.7,6.0,16.6,Yes,No
2014-10-18,42,5.0,23.3,0.0,5.2,12.4,ENE,30.0,E,13.0,31.0,1025.3,1.0,22.3,No,No
2014-10-26,42,13.6,32.0,0.0,7.2,9.7,W,54.0,WSW,17.0,9.0,1009.8,6.0,31.1,No,No
2014-10-31,42,10.1,35.4,0.0,8.0,10.3,NW,54.0,NNW,35.0,6.0,1005.5,7.0,33.3,No,No
2014-11-03,42,2.9,25.3,0.0,3.2,13.1,WNW,30.0,ENE,9.0,17.0,1020.7,6.0,24.3,No,No
2014-11-08,42,12.0,34.5,0.0,8.0,13.4,NW,31.0,NW,11.0,11.0,1014.9,0.0,32.7,No,No
2014-12-01,42,17.7,33.9,3.8,5.4,10.1,NNW,39.0,NNW,19.0,34.0,1004.2,7.0,31.7,Yes,No
2014-12-09,42,12.0,32.6,0.0,8.6,13.7,W,41.0,WNW,15.0,18.0,1010.3,1.0,30.8,No,No
2014-12-12,42,11.7,27.8,0.6,10.8,14.0,ESE,41.0,E,13.0,29.0,1015.9,4.0,26.4,No,No
2014-12-18,42,11.3,31.7,0.0,7.2,13.7,W,56.0,W,28.0,9.0,1004.5,2.0,29.7,No,No
2014-12-23,42,20.4,32.5,0.8,8.6,4.5,N,59.0,N,19.0,42.0,1008.1,4.0,28.9,No,Yes
2015-01-04,42,21.7,33.8,0.0,14.0,0.3,NE,46.0,SE,9.0,30.0,1011.6,7.0,32.7,No,No
2015-01-05,42,20.5,34.9,0.0,7.6,9.8,ESE,57.0,ENE,13.0,33.0,1014.2,4.0,33.7,No,No
2015-01-06,42,21.4,35.3,0.0,9.2,12.0,ESE,52.0,NW,7.0,32.0,1015.9,3.0,33.7,No,No
2015-01-12,42,18.3,29.9,0.2,3.8,13.9,E,52.0,E,20.0,33.0,1010.0,1.0,28.6,No,No
2015-01-14,42,17.9,25.9,22.8,2.0,1.7,W,46.0,WNW,20.0,72.0,1001.2,7.0,22.3,Yes,Yes
2015-01-16,42,12.6,28.5,0.0,8.0,13.7,W,41.0,W,17.0,25.0,1007.8,1.0,26.2,No,No
2015-01-21,42,17.5,29.9,12.0,8.6,5.5,ENE,48.0,ESE,4.0,43.0,1008.0,7.0,28.5,Yes,No
2015-01-27,42,17.0,28.2,0.0,8.8,10.2,ENE,46.0,ESE,20.0,40.0,1008.2,6.0,27.3,No,No
2015-01-30,42,9.0,25.5,0.0,10.8,13.1,SSW,39.0,SW,17.0,26.0,1007.9,4.0,24.1,No,No
2015-02-21,42,22.2,34.5,0.0,9.0,10.9,ENE,52.0,ENE,22.0,26.0,1011.4,4.0,32.9,No,No
2015-03-06,42,8.9,24.5,0.0,10.8,11.5,WSW,48.0,SW,33.0,30.0,1009.5,3.0,23.9,No,No
2015-03-12,42,10.9,30.4,0.0,8.6,11.7,W,43.0,WSW,30.0,11.0,1013.0,1.0,29.7,No,No
2015-03-16,42,14.0,27.4,0.0,8.8,9.6,ENE,44.0,NE,9.0,24.0,1012.6,7.0,26.2,No,No
2015-03-17,42,17.0,29.0,0.0,7.0,0.3,NNW,35.0,N,20.0,28.0,1007.4,7.0,26.9,No,No
2015-03-19,42,11.4,34.0,0.0,9.0,11.2,NNW,30.0,N,11.0,21.0,1008.7,1.0,32.0,No,No
2015-03-30,42,10.7,27.1,0.0,5.2,8.4,SSE,26.0,N,11.0,25.0,1021.7,5.0,25.6,No,No
2015-04-01,42,16.2,29.5,0.0,4.6,9.4,ENE,31.0,NNW,9.0,31.0,1017.9,7.0,28.0,No,No
2015-04-07,42,10.9,14.3,3.8,2.6,0.1,SSE,39.0,NNW,15.0,81.0,1007.7,7.0,13.7,Yes,Yes
2015-04-15,42,14.3,25.1,0.0,4.0,5.4,SSW,41.0,E,28.0,49.0,1019.7,5.0,24.6,No,No
2015-04-16,42,12.4,27.1,0.4,3.0,10.6,WNW,28.0,WSW,15.0,21.0,1020.6,5.0,26.6,No,Yes
2015-04-23,42,10.9,24.8,0.0,4.0,8.4,SE,22.0,NW,13.0,42.0,1009.5,4.0,24.1,No,No
2015-04-30,42,8.1,21.0,0.0,,,E,44.0,NE,24.0,42.0,1026.5,,20.3,No,No
2015-05-02,42,9.8,23.1,0.0,3.8,6.3,ENE,33.0,ENE,13.0,45.0,1017.0,4.0,22.9,No,No
2015-05-12,42,11.0,14.9,0.6,1.2,0.6,WSW,48.0,W,28.0,60.0,1014.0,7.0,14.7,No,No
2015-05-15,42,0.9,17.6,0.0,1.4,9.8,E,19.0,SSE,4.0,46.0,1031.7,0.0,16.6,No,No
2015-05-23,42,3.1,16.1,0.0,3.0,9.5,NW,24.0,W,13.0,48.0,1029.3,1.0,15.6,No,No
2015-06-02,42,-2.1,12.2,0.0,1.6,7.0,SW,19.0,SW,11.0,38.0,1024.6,2.0,11.8,No,No
2015-06-14,42,3.9,17.8,0.0,1.4,7.7,E,22.0,NE,9.0,56.0,1025.5,3.0,17.4,No,No
2015-07-02,42,2.7,12.2,0.0,1.6,2.2,WSW,54.0,WSW,37.0,77.0,1022.3,7.0,9.4,No,No
2015-07-08,42,0.4,14.6,0.0,1.2,9.0,ENE,24.0,ENE,13.0,49.0,1026.5,1.0,14.3,No,No
2015-07-31,42,3.9,14.0,0.6,1.2,9.4,NW,26.0,WNW,15.0,61.0,1020.4,3.0,12.3,No,No
2015-08-15,42,2.0,15.8,0.0,0.6,10.1,NE,13.0,WNW,7.0,51.0,1029.2,4.0,15.6,No,No
2015-08-19,42,-0.9,12.7,0.0,2.0,10.4,SSE,17.0,ENE,7.0,54.0,1024.9,2.0,11.6,No,No
2015-08-29,42,3.8,12.4,0.0,2.2,8.0,WSW,33.0,WSW,20.0,52.0,1022.5,2.0,11.9,No,No
2015-09-02,42,3.5,17.2,0.0,2.0,5.8,ENE,35.0,ENE,22.0,52.0,1009.2,3.0,16.8,No,Yes
2015-09-03,42,7.5,14.7,18.0,3.2,1.0,WSW,33.0,SW,17.0,77.0,1011.7,7.0,12.8,Yes,Yes
2015-09-17,42,2.2,17.5,0.0,3.0,9.9,SW,33.0,WSW,22.0,46.0,1020.3,3.0,16.2,No,No
2015-09-19,42,4.5,19.9,0.0,4.0,10.8,ENE,35.0,NNE,13.0,50.0,1022.5,4.0,19.3,No,No
2015-09-28,42,2.8,22.1,0.0,3.8,10.4,NW,22.0,NNW,11.0,33.0,1017.2,2.0,21.2,No,No
2015-10-10,42,15.5,29.0,0.0,6.0,10.9,NNW,30.0,SE,9.0,32.0,1024.7,1.0,28.4,No,No
2015-10-17,42,14.9,28.4,0.0,6.6,1.4,SW,48.0,W,20.0,39.0,1022.6,7.0,26.5,No,No
2015-10-22,42,13.5,24.9,3.2,2.0,5.9,WNW,28.0,WNW,15.0,54.0,1013.2,5.0,22.4,Yes,No
2015-11-22,42,9.6,27.3,0.0,7.0,13.5,WNW,33.0,NW,24.0,31.0,1012.9,3.0,25.8,No,No
2015-12-09,42,20.2,31.2,3.0,6.0,11.0,NW,48.0,NW,20.0,21.0,1012.8,1.0,30.0,Yes,No
2015-12-15,42,17.8,33.3,0.0,11.2,4.6,SW,35.0,SE,13.0,13.0,1011.4,7.0,32.7,No,No
2015-12-19,42,19.8,39.0,0.0,10.0,13.7,WNW,35.0,NNW,17.0,12.0,1009.4,1.0,37.2,No,No
2016-01-17,42,13.7,28.5,0.0,9.6,11.0,ENE,39.0,SE,9.0,24.0,1019.7,6.0,26.5,No,No
2016-01-18,42,16.3,32.6,0.0,8.8,13.0,NNE,26.0,E,11.0,19.0,1014.8,2.0,31.2,No,No
2016-01-21,42,23.2,34.4,0.0,10.6,3.9,W,63.0,W,33.0,40.0,1007.6,7.0,32.3,No,No
2016-01-22,42,20.3,26.0,0.4,7.8,0.6,SW,26.0,NW,2.0,91.0,1007.5,8.0,21.8,No,Yes
2016-02-06,42,13.7,29.1,0.0,8.0,13.3,E,41.0,,0.0,34.0,1014.2,1.0,27.4,No,No
2016-02-16,42,13.7,27.2,0.0,9.4,12.6,WSW,46.0,W,31.0,20.0,1009.3,3.0,26.0,No,No
2016-02-17,42,8.8,26.6,0.0,10.8,12.9,SW,43.0,WSW,20.0,23.0,1009.1,2.0,24.7,No,No
2016-02-20,42,16.6,32.5,0.0,10.6,11.6,WSW,41.0,WSW,22.0,19.0,1016.3,1.0,30.6,No,No
2016-02-22,42,18.5,36.0,0.0,8.4,9.5,ENE,28.0,W,11.0,24.0,1019.2,7.0,34.6,No,No
2016-02-24,42,21.9,40.1,0.0,11.4,12.2,NW,41.0,NNW,24.0,13.0,1009.1,3.0,38.8,No,No
2016-02-25,42,24.4,37.2,0.0,15.0,7.6,W,46.0,W,24.0,15.0,1008.4,7.0,36.1,No,No
2016-03-01,42,20.3,35.3,0.0,8.8,11.6,E,37.0,N,11.0,24.0,1015.8,2.0,32.9,No,No
2016-03-16,42,19.3,30.5,0.0,8.6,10.8,E,41.0,NE,20.0,30.0,1015.3,1.0,29.5,No,No
2016-03-18,42,18.2,22.0,15.0,9.0,5.3,W,78.0,W,43.0,48.0,1001.4,7.0,19.6,Yes,Yes
2016-04-07,42,7.4,23.2,0.0,8.0,10.5,WSW,24.0,WSW,11.0,20.0,1020.0,7.0,22.6,No,No
2016-04-15,42,12.7,29.3,0.0,4.8,6.5,WNW,35.0,NW,19.0,24.0,1020.1,7.0,28.6,No,No
2016-04-18,42,11.9,25.1,0.0,4.4,10.0,ENE,30.0,NE,15.0,34.0,1017.7,1.0,24.4,No,No
2016-04-24,42,7.5,24.1,0.0,3.6,10.7,ENE,22.0,ESE,6.0,25.0,1027.6,1.0,23.7,No,No
2016-05-01,42,16.6,19.9,3.6,,,WNW,54.0,W,31.0,39.0,1013.9,5.0,18.2,Yes,No
2016-05-02,42,3.5,17.8,0.0,7.6,,WNW,26.0,NW,17.0,38.0,1015.0,3.0,16.0,No,No
2016-05-13,42,10.7,20.4,0.0,0.6,,W,28.0,SW,13.0,51.0,1022.9,8.0,20.0,No,No
2016-05-16,42,6.3,20.9,0.0,7.0,,SW,20.0,ENE,6.0,51.0,1017.5,,19.5,No,Yes
2016-05-17,42,8.3,18.0,2.8,1.6,,SW,33.0,W,15.0,46.0,1018.6,,17.6,Yes,No
2016-06-01,42,7.5,16.9,0.0,1.6,,ENE,35.0,NE,11.0,55.0,1025.8,8.0,15.9,No,No
2016-06-09,42,11.5,16.5,0.6,0.6,,NW,48.0,WNW,26.0,65.0,1007.3,8.0,14.0,No,No
2016-06-22,42,9.2,12.9,11.6,1.6,,W,46.0,W,24.0,64.0,1009.8,8.0,12.3,Yes,No
2016-07-02,42,7.0,12.3,0.2,,,W,28.0,WSW,13.0,81.0,1026.4,7.0,11.8,No,No
2016-07-22,42,10.4,19.9,9.0,1.0,,W,65.0,WNW,33.0,84.0,999.5,8.0,18.4,Yes,Yes
2016-07-27,42,7.1,11.7,5.4,2.0,,W,41.0,W,19.0,80.0,1017.7,6.0,10.8,Yes,No
2016-07-28,42,3.2,10.5,1.0,1.0,,W,20.0,WNW,11.0,79.0,1026.6,8.0,9.4,No,No
2016-08-06,42,0.7,14.0,0.0,,,NNW,17.0,NNW,9.0,47.0,1026.9,,12.7,No,No
2016-08-27,42,-0.5,13.3,0.0,,,SW,28.0,WNW,11.0,49.0,1023.0,7.0,12.9,No,No
2016-08-28,42,0.5,16.8,0.0,,,WSW,20.0,W,9.0,44.0,1021.8,3.0,16.4,No,No
2016-09-09,42,14.2,17.4,0.0,,,NNE,65.0,NNE,30.0,90.0,1011.2,8.0,15.3,No,Yes
2016-09-16,42,7.9,16.4,1.2,0.2,,W,41.0,W,17.0,59.0,1018.0,2.0,15.3,Yes,No
2016-09-20,42,5.2,15.3,0.0,1.6,,ENE,30.0,NE,13.0,57.0,1014.9,8.0,14.8,No,Yes
2016-09-22,42,7.9,16.6,2.0,0.6,,SW,43.0,WSW,24.0,67.0,1011.8,8.0,15.1,Yes,No
2016-09-25,42,11.3,17.2,0.0,5.0,,W,43.0,WSW,28.0,60.0,1009.7,3.0,16.1,No,No
2016-10-15,42,4.6,22.2,0.0,,,N,31.0,NNW,17.0,34.0,1018.0,,21.5,No,No
2016-10-29,42,10.6,26.8,0.0,,,E,30.0,NE,15.0,53.0,1013.8,4.0,26.0,No,No
2016-11-07,42,8.4,29.5,0.0,16.0,,NW,50.0,NW,24.0,18.0,1004.9,,27.6,No,No
2016-11-09,42,9.7,26.3,0.0,2.8,,W,30.0,WSW,15.0,36.0,1007.0,1.0,24.7,No,No
2016-11-24,42,5.4,22.5,5.8,1.8,,SW,43.0,SW,20.0,25.0,1013.6,,21.7,Yes,No
2016-11-25,42,7.9,23.7,0.0,8.0,,W,48.0,WSW,28.0,23.0,1014.4,,22.2,No,No
2016-11-28,42,8.7,30.2,0.0,22.8,,W,44.0,WSW,20.0,15.0,1010.7,,29.6,No,No
2016-11-29,42,8.7,30.2,0.0,5.8,,W,31.0,WSW,15.0,12.0,1009.4,8.0,28.8,No,No
2016-12-03,42,11.8,33.3,0.0,,,WSW,41.0,WSW,22.0,12.0,1011.2,,33.0,No,No
2016-12-11,42,10.2,30.5,0.0,,,ENE,28.0,WNW,13.0,19.0,1017.9,,28.7,No,No
2016-12-15,42,17.2,25.5,0.0,6.4,,ENE,46.0,E,24.0,48.0,1012.5,8.0,24.0,No,Yes
2016-12-19,42,13.5,29.8,10.2,24.2,,ENE,39.0,NW,13.0,27.0,1012.1,,28.1,Yes,No
2017-01-05,42,17.8,32.9,0.0,10.8,,ENE,43.0,NE,13.0,22.0,1012.8,,32.3,No,No
2017-01-26,42,14.4,35.1,0.0,,,WSW,30.0,SW,19.0,14.0,1011.4,,32.7,No,No
2017-01-31,42,23.7,34.8,0.0,14.8,,WSW,43.0,WSW,28.0,35.0,1008.9,2.0,32.8,No,No
2017-02-01,42,18.4,28.0,0.0,11.8,,NNW,37.0,N,19.0,36.0,1011.7,8.0,24.1,No,No
2017-02-13,42,10.3,26.0,12.0,31.2,,WSW,65.0,SW,30.0,29.0,1009.3,,24.5,Yes,No
2017-02-15,42,15.6,32.3,0.0,8.0,,E,37.0,WNW,17.0,22.0,1009.8,2.0,30.9,No,No
2017-02-16,42,13.0,36.3,0.0,8.0,,WNW,37.0,NW,20.0,9.0,1007.7,,34.8,No,No
2017-02-24,42,14.1,35.0,0.0,15.8,,WSW,39.0,WSW,24.0,9.0,1015.9,,33.8,No,No
2017-02-26,42,17.2,30.1,0.0,,,E,50.0,ENE,17.0,26.0,1018.0,,29.5,No,No
2017-03-06,42,14.5,30.6,1.8,15.8,,ESE,30.0,S,11.0,21.0,1012.2,,28.5,Yes,No
2017-03-18,42,13.5,32.1,0.0,,,NE,44.0,E,24.0,30.0,1020.9,,31.0,No,No
2017-04-04,42,7.3,24.2,0.0,4.0,,ENE,30.0,SSE,11.0,26.0,1025.7,6.0,23.2,No,No
2017-04-10,42,8.7,20.0,4.4,3.6,,W,56.0,SW,22.0,54.0,1011.4,8.0,18.6,Yes,No
2017-04-13,42,9.2,24.8,0.0,3.2,,W,30.0,W,19.0,34.0,1020.5,1.0,23.2,No,No
2017-04-25,42,15.9,19.5,3.4,2.6,,NW,56.0,WSW,28.0,85.0,1007.3,8.0,17.7,Yes,Yes
2017-05-01,42,6.3,20.4,0.0,6.2,,WNW,24.0,W,15.0,53.0,1015.6,8.0,19.4,No,No
2017-05-06,42,10.3,21.9,0.0,,,WNW,37.0,NW,20.0,35.0,1020.8,,21.3,No,No
2017-05-08,42,0.3,16.9,0.0,8.0,,ENE,24.0,NE,9.0,33.0,1026.2,,16.4,No,No
2017-05-09,42,1.4,19.0,0.0,2.4,,W,20.0,WSW,11.0,32.0,1024.3,,18.5,No,No
2017-05-14,42,9.4,19.4,0.0,3.8,,E,31.0,NE,17.0,57.0,1019.3,,17.5,No,No
2017-05-25,42,4.2,14.5,0.0,2.4,,WSW,26.0,SW,17.0,69.0,1021.9,8.0,14.0,No,No
2017-05-29,42,5.0,12.1,0.4,5.8,,W,33.0,SW,13.0,58.0,1022.1,5.0,11.2,No,No
2017-05-30,42,-1.2,10.4,0.0,1.8,,WSW,28.0,ENE,9.0,86.0,1022.5,8.0,10.1,No,No
2017-06-03,42,-1.2,15.6,0.0,,,E,15.0,S,9.0,36.0,1030.3,,15.0,No,No
2017-06-17,42,6.6,16.1,0.0,,,ESE,19.0,W,7.0,62.0,1023.3,5.0,14.8,No,No
2017-06-20,42,0.5,17.1,0.2,,,E,17.0,WNW,9.0,43.0,1026.5,,16.8,No,No
2017-06-25,42,-0.1,12.7,0.0,,,SSW,19.0,SSE,13.0,54.0,1018.5,8.0,10.7,No,No
2009-01-06,45,18.6,33.7,0.0,9.2,13.0,ENE,39.0,ESE,19.0,49.0,1008.1,1.0,29.2,No,No
2009-01-16,45,19.3,26.2,6.0,13.8,7.2,SE,46.0,SE,22.0,64.0,1009.1,1.0,25.1,Yes,No
2009-01-26,45,19.1,24.5,1.0,2.8,0.0,S,37.0,S,22.0,87.0,1017.8,7.0,24.0,No,No
2009-03-09,45,17.5,25.8,0.0,7.2,11.0,ESE,41.0,E,26.0,57.0,1019.3,6.0,25.0,No,No
2009-03-24,45,16.4,30.8,0.0,6.6,10.8,NE,31.0,NE,13.0,39.0,1016.1,1.0,30.2,No,No
2009-03-26,45,14.9,32.2,0.0,5.6,8.3,SE,26.0,SE,15.0,44.0,1016.1,2.0,30.5,No,Yes
2009-04-04,45,19.3,23.7,0.4,3.2,0.1,SSW,43.0,S,24.0,92.0,1017.3,7.0,19.6,No,Yes
2009-04-05,45,17.2,24.1,2.6,1.8,6.7,E,31.0,E,17.0,64.0,1014.6,4.0,22.2,Yes,No
2009-04-06,45,13.9,23.7,0.0,3.4,2.3,S,41.0,S,28.0,80.0,1018.1,6.0,19.7,No,Yes
2009-04-12,45,17.9,26.8,0.2,2.4,5.7,WSW,26.0,SSE,15.0,68.0,1020.1,7.0,24.3,No,No
2009-04-15,45,17.0,28.4,0.0,3.6,10.9,WNW,41.0,WNW,26.0,30.0,1008.1,1.0,27.9,No,No
2009-04-17,45,11.6,23.6,0.0,3.4,9.2,SSW,39.0,SSE,26.0,51.0,1014.7,0.0,22.1,No,No
2009-04-19,45,14.6,21.1,41.0,3.8,5.6,SSE,61.0,SSE,37.0,67.0,1015.6,6.0,20.3,Yes,Yes
2009-05-03,45,13.2,20.7,9.6,2.6,5.2,SSW,30.0,SSE,13.0,62.0,1024.9,3.0,19.4,Yes,No
2009-05-18,45,8.8,21.5,0.0,2.6,4.2,ESE,28.0,ESE,17.0,53.0,1022.1,8.0,20.1,No,Yes
2009-06-11,45,4.7,13.9,0.0,5.8,9.6,W,48.0,WNW,28.0,36.0,1018.2,,13.8,No,No
2009-07-03,45,11.8,17.2,0.0,7.6,8.9,WNW,67.0,W,37.0,31.0,1003.5,4.0,16.4,No,No
